trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
181,False,"{'a': 0.5, 'e': 0.16529888822158653}",20,13,8.728820602953812,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
182,False,"{'a': 0.5, 'e': 0.16365413680270405}",30,3,37.195785390223115,"{0: 26, 1: 1, 2: 0, 3: 0, 4: 0}",1
183,False,"{'a': 0.5, 'e': 0.16202575093388075}",25,18,6.275796440444415,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
184,False,"{'a': 0.5, 'e': 0.16041356777517274}",25,0,29.151807081354356,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
185,False,"{'a': 0.5, 'e': 0.15881742610692068}",20,7,12.65361127102067,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
186,False,"{'a': 0.5, 'e': 0.1572371663136276}",25,15,17.65297339527631,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.5, 'e': 0.1556726303679973}",25,5,34.270380927268484,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.5, 'e': 0.1541236618151314}",20,0,-77.54651859145233,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 2}",0
189,False,"{'a': 0.5, 'e': 0.15259010575688386}",30,12,-11.763123316782172,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
190,False,"{'a': 0.5, 'e': 0.15107180883637084}",20,0,18.206743150784646,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
191,False,"{'a': 0.5, 'e': 0.14956861922263504}",20,6,24.955943530671227,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.5, 'e': 0.14808038659546244}",20,12,15.585414481938745,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.5, 'e': 0.14660696213035015}",25,5,-9.271352123663183,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
194,False,"{'a': 0.5, 'e': 0.14514819848362373}",25,2,28.436829580066888,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
195,False,"{'a': 0.5, 'e': 0.14370394977770293}",20,9,21.35313780625758,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.5, 'e': 0.1422740715865136}",20,11,1.6187790527761203,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
197,False,"{'a': 0.5, 'e': 0.140858420921045}",25,0,-82.08190338618778,"{0: 21, 1: 0, 2: 1, 3: 1, 4: 2}",0
198,False,"{'a': 0.5, 'e': 0.13945685621505094}",20,0,-27.18596300095279,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
199,False,"{'a': 0.5, 'e': 0.13806923731089282}",20,10,10.060650819776324,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
200,False,"{'a': 0.5, 'e': 0.13669542544552385}",25,0,-23.519965105853764,"{0: 23, 1: 0, 2: 0, 3: 1, 4: 1}",0
201,False,"{'a': 0.5, 'e': 0.1353352832366127}",25,0,9.066799319059438,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
202,False,"{'a': 0.5, 'e': 0.13398867466880493}",25,5,10.035163095442421,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
203,False,"{'a': 0.5, 'e': 0.13265546508012172}",20,4,26.292887466639282,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.5, 'e': 0.13133552114849303}",20,8,-22.687045628681194,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
205,False,"{'a': 0.5, 'e': 0.1300287108784259}",25,7,27.978065979300954,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.5, 'e': 0.12873490358780423}",25,6,-31.901719974679953,"{0: 16, 1: 0, 2: 0, 3: 3, 4: 0}",1
207,False,"{'a': 0.5, 'e': 0.12745396989482075}",30,15,27.2010864960259,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.5, 'e': 0.12618578170503877}",20,7,22.73901558950195,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.5, 'e': 0.12493021219858241}",25,12,23.487235669158462,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.5, 'e': 0.12368713581745483}",20,1,27.101617025544087,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.5, 'e': 0.1224564282529819}",20,8,18.728110420814414,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.5, 'e': 0.12123796643338168}",25,11,-19.359256392575116,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
213,False,"{'a': 0.5, 'e': 0.12003162851145673}",25,15,-23.29500451348043,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
214,False,"{'a': 0.5, 'e': 0.11883729385240965}",35,9,20.648921826625042,"{0: 24, 1: 1, 2: 1, 3: 0, 4: 0}",1
215,False,"{'a': 0.5, 'e': 0.11765484302177918}",25,13,5.79432528048053,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
216,False,"{'a': 0.5, 'e': 0.11648415777349697}",20,15,11.458250825102922,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.5, 'e': 0.11532512103806251}",20,4,28.34265602645516,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.5, 'e': 0.1141776169108365}",25,13,22.231514610020202,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.5, 'e': 0.11304153064044985}",20,10,6.136067841216134,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
220,False,"{'a': 0.5, 'e': 0.11191674861732888}",25,13,15.509615942309347,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.5, 'e': 0.11080315836233387}",25,13,-2.178798720286107,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
222,False,"{'a': 0.5, 'e': 0.10970064851551141}",25,17,13.332241122881399,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.5, 'e': 0.10860910882495796}",20,0,18.45904115866646,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
224,False,"{'a': 0.5, 'e': 0.10752843013579495}",20,5,14.144024564020762,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
225,False,"{'a': 0.5, 'e': 0.1064585043792528}",20,2,-55.10844231730934,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 1}",1
226,False,"{'a': 0.5, 'e': 0.10539922456186433}",20,3,31.116147446745913,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.5, 'e': 0.104350484754765}",20,11,-19.07364752597497,"{0: 6, 1: 0, 2: 3, 3: 0, 4: 0}",1
228,False,"{'a': 0.5, 'e': 0.1033121800831002}",25,9,-13.110117707557169,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
229,False,"{'a': 0.5, 'e': 0.10228420671553744}",25,11,25.86876993150042,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.5, 'e': 0.1012664618538834}",20,7,23.085261560874457,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.5, 'e': 0.1002588437228037}",20,16,7.965567401987457,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.5, 'e': 0.09926125155964566}",30,14,14.32104522241141,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
233,False,"{'a': 0.5, 'e': 0.09827358560436154}",20,3,6.59521563707257,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
234,False,"{'a': 0.5, 'e': 0.09729574708953276}",20,0,26.977112412329465,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
235,False,"{'a': 0.5, 'e': 0.09632763823049303}",25,18,11.931938548097866,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.5, 'e': 0.09536916221554961}",35,19,30.169139407749228,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.5, 'e': 0.09442022319630235}",25,7,24.686440396411655,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
238,False,"{'a': 0.5, 'e': 0.09348072627805847}",20,9,-47.020898657223945,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 1}",1
239,False,"{'a': 0.5, 'e': 0.09255057751034329}",20,14,12.884709105694029,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.5, 'e': 0.09162968387750484}",25,0,22.02848359163728,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
241,False,"{'a': 0.5, 'e': 0.09071795328941251}",30,8,24.605344554578657,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
242,False,"{'a': 0.5, 'e': 0.08981529457224763}",20,8,18.17690092647945,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.5, 'e': 0.08892161745938634}",30,3,-8.669725353189516,"{0: 25, 1: 1, 2: 0, 3: 0, 4: 1}",1
244,False,"{'a': 0.5, 'e': 0.08803683258237255}",25,12,22.44899120927436,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.5, 'e': 0.0871608514619813}",30,18,12.456264099682977,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.5, 'e': 0.0862935864993705}",20,12,3.7224757673532,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
247,False,"{'a': 0.5, 'e': 0.08543495096732123}",25,6,10.646001162194594,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
248,False,"{'a': 0.5, 'e': 0.08458485900156469}",30,22,-10.838224213683636,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
249,False,"{'a': 0.5, 'e': 0.08374322559219596}",20,9,19.572573464400456,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.5, 'e': 0.08290996657517266}",25,17,12.710224992114092,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.5, 'e': 0.0820849986238988}",25,17,14.421829803006062,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.5, 'e': 0.08126823924089167}",20,0,4.899506212846001,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
253,False,"{'a': 0.5, 'e': 0.08045960674953244}",25,17,14.616058472417471,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.5, 'e': 0.07965902028589801}",20,0,29.240391434131404,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
255,False,"{'a': 0.5, 'e': 0.07886639979067495}",35,17,34.69730318651261,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.5, 'e': 0.07808166600115313}",25,11,-27.994895219399165,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 1}",1
257,False,"{'a': 0.5, 'e': 0.07730474044329974}",35,15,-3.4440675525408784,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",1
258,False,"{'a': 0.5, 'e': 0.07653554542391151}",20,5,23.89336086533666,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.5, 'e': 0.07577400402284548}",20,14,9.706432060432483,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.5, 'e': 0.07502004008532698}",25,14,18.587955337047845,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.5, 'e': 0.07427357821433388}",25,14,-22.039781742761736,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
262,False,"{'a': 0.5, 'e': 0.0735345437630571}",20,9,19.242464480176302,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.5, 'e': 0.07280286282743559}",20,14,10.641485643972679,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.5, 'e': 0.0720784622387661}",25,8,33.847483422372484,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.5, 'e': 0.07136126955638605}",25,9,21.18143540876226,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.5, 'e': 0.0706512130604296}",20,8,-3.5666855829581037,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
267,False,"{'a': 0.5, 'e': 0.06994822174465536}",20,3,-24.836733350145703,"{0: 14, 1: 1, 2: 0, 3: 2, 4: 0}",1
268,False,"{'a': 0.5, 'e': 0.069252225309346}",20,10,4.374614626687682,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
269,False,"{'a': 0.5, 'e': 0.06856315415427791}",20,15,-14.353151736511425,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
270,False,"{'a': 0.5, 'e': 0.06788093937176144}",20,0,24.52894135689632,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
271,False,"{'a': 0.5, 'e': 0.06720551273974976}",20,8,-3.0530161075742344,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
272,False,"{'a': 0.5, 'e': 0.06653680671501686}",20,0,29.547392174072098,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
273,False,"{'a': 0.5, 'e': 0.06587475442640295}",20,2,25.55424744658349,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.5, 'e': 0.06521928966812753}",25,17,14.072809857813562,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.5, 'e': 0.06457034689316847}",20,12,15.405507072000255,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.5, 'e': 0.06392786120670757}",20,5,25.423283621153715,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.5, 'e': 0.0632917683596407}",20,0,34.20162542368969,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
278,False,"{'a': 0.5, 'e': 0.06266200474215315}",25,7,28.916224936832286,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.5, 'e': 0.06203850737735829}",20,6,24.80387326452656,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.5, 'e': 0.06142121391500013}",25,16,19.83564849774468,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.5, 'e': 0.06081006262521795}",20,13,6.707806228762309,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.5, 'e': 0.06020499239237354}",35,15,22.162101190371878,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
283,False,"{'a': 0.5, 'e': 0.05960594270893937}",20,9,21.761171707146882,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.5, 'e': 0.05901285366944784}",30,15,13.514414971084754,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
285,False,"{'a': 0.5, 'e': 0.05842566596450083}",25,16,14.480121479850006,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.5, 'e': 0.057844320874838456}",25,17,16.644550887802254,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.5, 'e': 0.05726876026546736}",25,15,20.88677343447401,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.5, 'e': 0.0566989265798469}",30,18,23.42002181733135,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.5, 'e': 0.056134762834133725}",20,8,20.391320401774557,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.5, 'e': 0.05557621261148306}",20,7,23.470579798828023,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.5, 'e': 0.05502322005640723}",20,6,25.132669889975574,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.5, 'e': 0.05447572986918986}",25,5,20.256676573462837,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
293,False,"{'a': 0.5, 'e': 0.05393368730035602}",20,0,18.459346245455066,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
294,False,"{'a': 0.5, 'e': 0.053397038145197084}",20,0,27.110831580448142,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
295,False,"{'a': 0.5, 'e': 0.05286572873835037}",20,0,8.134773033671598,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
296,False,"{'a': 0.5, 'e': 0.05233970594843238}",30,21,19.013602661183594,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.5, 'e': 0.05181891717272583}",25,17,14.075042592922685,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.5, 'e': 0.05130331033191911}",30,22,16.413163193257812,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.5, 'e': 0.0507928338648985}",20,7,25.992012373577264,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.5, 'e': 0.050287436723591865}",25,16,21.784967374534432,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.5, 'e': 0.049787068367863944}",25,11,28.875948650734106,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.5, 'e': 0.04929167876046215}",20,11,13.788791900294799,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.5, 'e': 0.04880121836201296}",30,16,11.31413780277492,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
304,False,"{'a': 0.5, 'e': 0.04831563812606777}",25,11,23.053983527592457,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.5, 'e': 0.04783488949419837}",25,17,16.210134882133477,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.5, 'e': 0.04735892439114091}",30,4,37.608063285507555,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.5, 'e': 0.046887695219988486}",20,9,24.633519375869284,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.5, 'e': 0.04642115485743125}",20,0,16.963604792119433,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
309,False,"{'a': 0.5, 'e': 0.045959256649044204}",25,15,18.72019400931198,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.5, 'e': 0.04550195440462157}",20,11,9.914064466293897,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.5, 'e': 0.0450492023935578}",25,2,40.50045421047137,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.5, 'e': 0.044600955340274535}",20,6,25.5043860178687,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.5, 'e': 0.04415716841969286}",20,14,10.751748584856816,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.5, 'e': 0.04371779725275094}",20,0,-14.592900304000349,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
315,False,"{'a': 0.5, 'e': 0.043282797901965896}",20,15,8.12511124716264,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.5, 'e': 0.04285212686704019}",30,7,-2.2618800523891593,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 1}",1
317,False,"{'a': 0.5, 'e': 0.042425741080511385}",25,13,-23.349124750100067,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
318,False,"{'a': 0.5, 'e': 0.04200359790344555}",30,15,-26.106222080655794,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
319,False,"{'a': 0.5, 'e': 0.04158565512117316}",25,12,24.125352624471926,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.5, 'e': 0.04117187093906774}",20,15,9.521400791953699,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.5, 'e': 0.04076220397836621}",25,14,11.196462167562512,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
322,False,"{'a': 0.5, 'e': 0.04035661327203115}",20,10,-22.163329165983708,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
323,False,"{'a': 0.5, 'e': 0.039955058260653896}",25,16,18.573442073815063,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.5, 'e': 0.039557498788398725}",20,11,14.178971654764931,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.5, 'e': 0.039163895098987066}",20,12,18.02456068599702,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.5, 'e': 0.03877420783172201}",25,11,-14.74080579761068,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
327,False,"{'a': 0.5, 'e': 0.038388398017552054}",25,11,24.187435739209686,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.5, 'e': 0.038006427075174314}",25,3,-49.97182383478819,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 2}",1
329,False,"{'a': 0.5, 'e': 0.0376282568071762}",20,12,17.363054090614547,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.5, 'e': 0.03725384939621581}",25,14,20.23923724113974,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.5, 'e': 0.036883167401239994}",30,13,23.775217771726,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.5, 'e': 0.0365161737537404}",20,6,12.657692328206565,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
333,False,"{'a': 0.5, 'e': 0.03615283175404641}",25,5,-7.5216349154634665,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
334,False,"{'a': 0.5, 'e': 0.0357931050676553}",25,3,32.379672516806274,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.5, 'e': 0.03543695772159864}",20,6,-18.758621663332313,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
336,False,"{'a': 0.5, 'e': 0.035084354100845025}",20,14,11.572503219573168,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.5, 'e': 0.03473525894473856}",20,10,19.362376856331842,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.5, 'e': 0.03438963734347271}",30,17,22.23218905434438,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.5, 'e': 0.034047454734599344}",30,10,34.82555737651314,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.5, 'e': 0.033708676899572396}",20,8,19.505880910410493,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.5, 'e': 0.03337326996032608}",20,3,7.55531753881921,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
342,False,"{'a': 0.5, 'e': 0.03304120037588693}",20,15,10.420284949908606,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.5, 'e': 0.03271243493901982}",30,16,28.280475201305237,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.5, 'e': 0.03238694077290704}",25,10,28.454068522573063,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.5, 'e': 0.03206468532786077}",20,13,12.836939035413629,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.5, 'e': 0.03174563637806794}",25,0,41.514224412113755,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
347,False,"{'a': 0.5, 'e': 0.03142976201836771}",20,0,-10.408359911020417,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
348,False,"{'a': 0.5, 'e': 0.03111703066106086}",20,8,-21.901457717942698,"{0: 10, 1: 0, 2: 0, 3: 2, 4: 0}",1
349,False,"{'a': 0.5, 'e': 0.030807411032751076}",25,5,34.269917596685474,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.5, 'e': 0.030500872171217483}",20,7,21.782956086390634,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.5, 'e': 0.0301973834223185}",35,13,39.72501586098662,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.5, 'e': 0.029896914436926308}",25,16,16.58111397862684,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.5, 'e': 0.029599435167892}",30,14,28.499136829519493,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.5, 'e': 0.029304915867040746}",20,6,21.637883647443743,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.5, 'e': 0.029013327082197053}",20,12,2.6617934650549673,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
356,False,"{'a': 0.5, 'e': 0.028724639654239423}",25,14,-1.2152581503054085,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
357,False,"{'a': 0.5, 'e': 0.028438824714184505}",30,19,23.794842747581434,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.5, 'e': 0.028155853680300096}",20,15,9.216057017040894,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.5, 'e': 0.027875698255247015}",35,24,11.980826778424152,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.5, 'e': 0.027598330423249287}",25,7,31.938814860224028,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.5, 'e': 0.02732372244729256}",25,13,22.087098856855206,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.5, 'e': 0.027051846866350416}",20,6,25.22829849151117,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.5, 'e': 0.026782676492638175}",25,17,15.61232759320036,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.5, 'e': 0.02651618440889418}",25,17,14.758035197731298,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.5, 'e': 0.02625234396568796}",20,15,8.759546773986408,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
